compound_id,Original_Entry_ID,Entrez_ID,Activity_Flag,PXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
ZFXFRRPQPVEFAM-LOICKBMDNA-N,CHEMBL206875,4322,A,7.26,chembl20,354053,9606,MMP13,2676,C=1C(OC)=CC=C([C@H]([C@@H](C(O)=NO)CO)C(=O)N2CCCCC2)C1,COc1ccc([C@@H](C(=O)N2CCCCC2)[C@H](CO)C(O)=NO)cc1,7.26,,0.0,0
ZWHGUGYVAMXPJZ-QTNNGFIUNA-N,CHEMBL206688,4322,A,9.0,chembl20,339181,9606,MMP13,2676,C=1C=C(C=CC1S(N2CCSC([C@@H]2C(O)=NO)(C)C)(=O)=O)OCCC#C,C#CCCOc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(O)=NO)cc1,9.0,,0.0,0
ZXNZAWRNXJJQCL-QWOVJGMINA-N,CHEMBL112374,4322,A,8.34,chembl20,106600,9606,MMP13,2676,S(NC1(C(O)=NO)CCOCC1)(C2=CC=C(SC=3C=CC(=CC3)F)C=C2)(=O)=O,O=S(=O)(NC1(C(O)=NO)CCOCC1)c1ccc(Sc2ccc(F)cc2)cc1,8.34,,0.0,0
ZZUJUWVXCLLDRB-MPIMZMORNA-N,CHEMBL257480,4322,A,7.96,chembl20,469153,9606,MMP13,2676,N1(C(=O)C(=NCCC1)CS(O)(=O)C=2C=CC(=CC2)OC3=CC=CC=C3)O,O=C1C(C[SH](=O)(O)c2ccc(Oc3ccccc3)cc2)=NCCCN1O,7.96,,0.0,0
CWFNNQMBLVACQD-KNUABHKMNA-N,CHEMBL1940296,4322,A,6.7,chembl20,798828,9606,MMP13,2676,N12CCC(CC1)[C@](C#CC=3C=CC(=CC3)OC=4C=CC(=CC4)C(=O)NC)(C2)O,CNC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,6.7,,0.0,0
CRPDTHYTIJXWLZ-PKSOQXRJNA-N,CHEMBL331095,4322,A,8.72,chembl20,458933,9606,MMP13,2676,S(N1C(CN(CC1)C(C=2SC=CC2)=O)C(O)=NO)(C3=CC=C(C=C3)OC)(=O)=O,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccs3)CC2C(O)=NO)cc1,8.72,,0.0,0
CTCOBJWAVVPWJG-QWOVJGMINA-N,CHEMBL310655,4322,A,7.59,chembl20,458933,9606,MMP13,2676,S(N1C(C(O)=NO)CN(C(OC(C)(C)C)=O)CCC1)(C=2C=CC(=CC2)OC)(=O)=O,COc1ccc(S(=O)(=O)N2CCCN(C(=O)OC(C)(C)C)CC2C(O)=NO)cc1,7.59,,0.0,0
CYIOQNVVHKTYRH-LNNLXFCONA-N,44404761,4322,A,7.08092,pubchem,254778,9606,MMP13,2676,S(=O)(=O)(N1C(CN(CC1)C(=O)CCCC)C(O)=NO)C2=CC=C(OCC#CC)C=C2,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)CCCC)CC2C(O)=NO)cc1,7.08092,,0.0,0
AJUUQAWYLUYLDD-XVBVXJRPNA-N,CHEMBL348210,4322,A,8.52,chembl20,106475,9606,MMP13,2676,S(N1[C@@H](C(O)=NO)CC(C1)NOC(C)(C)C)(C2=CC=C(C=C2)OC)(=O)=O,COc1ccc(S(=O)(=O)N2CC(NOC(C)(C)C)C[C@@H]2C(O)=NO)cc1,8.52,,0.0,0
AJXYMDJBIXFLCO-LQFNOIFHNA-N,CHEMBL101413,4322,A,7.37,chembl20,106763,9606,MMP13,2676,S(N(C1=C(C(O)=NO)C=CC=C1CN2C=NC=C2)C)(C3=CC=C(C=C3)OC)(=O)=O,COc1ccc(S(=O)(=O)N(C)c2c(Cn3ccnc3)cccc2C(O)=NO)cc1,7.37,,0.0,0
AKNDZTHCJLFZCF-QTNNGFIUNA-N,CHEMBL441662,4322,A,9.0,chembl20,106469,9606,MMP13,2676,S(N1[C@@H](C(O)=NO)C(SCCCCC1)(C)C)(C=2C=CC(=CC2)OC)(=O)=O,COc1ccc(S(=O)(=O)N2CCCCCSC(C)(C)[C@@H]2C(O)=NO)cc1,9.0,,0.0,0
AKTPDJLIUXRMDA-KAHZPQPNNA-N,CHEMBL357796,4322,A,8.1,chembl20,106475,9606,MMP13,2676,S(N1[C@@H](C(O)=NO)CC(C1)NOC)(C2=CC=C(C=C2)OCCOC)(=O)=O,COCCOc1ccc(S(=O)(=O)N2CC(NOC)C[C@@H]2C(O)=NO)cc1,8.1,,0.0,0
DFWYBNIMFAUWSX-ZJHKTUGWNA-N,CHEMBL392572,4322,A,7.23,chembl20,451368,9606,MMP13,2676,C(=NO)(O)[C@@H](C(C)C)N(CC=1C=CC=NC1Br)S(=O)(=O)C=2C=CC(=CC2)OC,COc1ccc(S(=O)(=O)N(Cc2cccnc2Br)[C@@H](C(O)=NO)C(C)C)cc1,7.23,,0.0,0
DJCAIEAYZGFFDA-BSJJUNIUNA-N,CHEMBL248918,4322,A,7.82,chembl20,458357,9606,MMP13,2676,C12(C(NC(NC1=O)=O)=O)CNC(N2C=3C=NC(OC4=CC=C(C=C4)F)=CC3)=O,O=C1NC(=O)C2(CNC(=O)N2c2ccc(Oc3ccc(F)cc3)nc2)C(=O)N1,7.82,,0.0,0
NHKAMYBKUKSNHE-UHFFFAOYNA-N,CHEMBL271866,4322,A,8.14,chembl20,469153,9606,MMP13,2676,C1(C(=O)N(CS(C=2C=CC(=CC2)OC3=CC=C(C=C3)OC(F)(F)F)(=O)=O)C=CC1)=O,O=C1CC=CN(CS(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)C1=O,8.14,,0.0,0
DJZNIZCARKSSDE-MPIMZMORNA-N,44478927,4322,A,7.60206,pubchem,440426,9606,MMP13,2676,S(=O)(=O)(C=1C(CC(O)=NO)=CC=CC1)C2=CC=C(C=C2)C3=CC=C(OC)C=C3,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(O)=NO)cc2)cc1,7.60206,,0.0,0
DDVSTKQJONYTTE-QWOVJGMINA-N,CHEMBL252463,4322,A,7.68,chembl20,458933,9606,MMP13,2676,C1(CN(C(=O)C=2N=NSC2C)CCN1S(C=3C=CC(OC)=CC3)(=O)=O)C(O)=NO,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3nnsc3C)CC2C(O)=NO)cc1,7.68,,0.0,0
RZISBFWRHNXABZ-QWOVJGMINA-N,CHEMBL250093,4322,A,5.92,chembl20,456210,9606,MMP13,2676,C1CCN(CC1(C(O)=NO)CS(C2=CC=C(C=C2)OCC#CC)(=O)=O)C(OC)=O,CC#CCOc1ccc(S(=O)(=O)CC2(C(O)=NO)CCCN(C(=O)OC)C2)cc1,5.92,,0.0,0
BMPCLJPYXFVWKY-AVNUZQPWNA-N,44334963,4322,A,6.28483,pubchem,109263,9606,MMP13,2676,S(=O)(=O)(N1[C@H](C(C(C1)(C)C)C=C)C(O)=NO)C2=CC=C(OC)C=C2,C=CC1[C@H](C(O)=NO)N(S(=O)(=O)c2ccc(OC)cc2)CC1(C)C,6.28483,,0.0,0
CQRAUIRVDKNRIO-XCXMHTFKNA-N,CHEMBL342210,4322,A,8.68,chembl20,106469,9606,MMP13,2676,S(N1[C@H](C(S(=O)(=O)CCC1)(C)C)C(O)=NO)(C=2C=CC(=CC2)OC)(=O)=O,COc1ccc(S(=O)(=O)N2CCCS(=O)(=O)C(C)(C)[C@@H]2C(O)=NO)cc1,8.68,,0.0,0
BIHSFSZDPRDVEE-LQFNOIFHNA-N,44391419,4322,A,9.06048,pubchem,241033,9606,MMP13,2676,FC1=CC=C(OC2=CC=C(OC3(CCOCC)C(=O)C(N)C(=O)NC3=O)C=C2)C=C1,CCOCCC1(Oc2ccc(Oc3ccc(F)cc3)cc2)C(=O)NC(=O)C(N)C1=O,9.06048,,0.0,0
CJTUBZULFXKTAT-DKVNHYBXNA-N,CHEMBL227484,4322,A,8.48,chembl20,432508,9606,MMP13,2676,N(S(C=1C=CC(C2=CC=C(C=C2)C)=CC1)(=O)=O)[C@@H](C(C)C)P(=O)(O)O,Cc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,8.48,,0.0,0
CLTINYAXRIROMY-LELJVTLKNA-N,CHEMBL183132,4322,A,8.15,chembl20,458933,9606,MMP13,2676,S(N1C(C(O)=NO)CCN(CC1)CC2=CC=CC=C2)(C=3C=CC(=CC3)OCC#CC)(=O)=O,CC#CCOc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)CCC2C(O)=NO)cc1,8.15,,0.0,0
AGRDSOUIPBKOKQ-GAJRFISSNA-N,CHEMBL42938,4322,A,7.28,chembl20,106476,9606,MMP13,2676,S(N[C@@H](C(O)=O)C(C)C)(C=1C=CC(=CC1)C2=CC=C(C#N)C=C2)(=O)=O,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(C#N)cc2)cc1)C(=O)O,7.28,,0.0,0
AGRDSOUIPBKOKQ-PHMBMTPDNA-N,CHEMBL45040,4322,A,7.43,chembl20,106476,9606,MMP13,2676,S(N[C@H](C(O)=O)C(C)C)(C=1C=CC(=CC1)C2=CC=C(C#N)C=C2)(=O)=O,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(C#N)cc2)cc1)C(=O)O,7.43,,0.0,0
ACFGWGVCEQHPKH-DEOSSOPVNA-N,CHEMBL1940301,4322,A,5.8,chembl20,798828,9606,MMP13,2676,N12CCC(CC1)[C@](C#CC=3C=CC(=CC3)OC=4C=CC(=CC4)C(=O)N(C)C)(C2)O,CN(C)C(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,5.8,,0.0,0
AANXPIMDONQTQF-HLOWKFEJNA-N,CHEMBL202839,4322,A,8.1,chembl20,339181,9606,MMP13,2676,CC1([C@@H](N(CCS1)S(=O)(=O)C=2C=CC(=CC2)OCC#CCN)C(O)=NO)C,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCN)cc2)[C@H]1C(O)=NO,8.1,,0.0,0
BHBGOKVZFAQJAD-LQFNOIFHNA-N,CHEMBL92899,4322,A,10.0,chembl20,106599,9606,MMP13,2676,C1(CS(C=2C=CC(OC=3C=CC=CC3)=CC2)(=O)=O)(C(O)=NO)N(CC#C)CCC1,C#CCN1CCCC1(CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(O)=NO,10.0,,0.0,0
BTMGFNYLYGWAKT-CPHLJFJKNA-N,CHEMBL109861,4322,A,5.42,chembl20,106610,9606,MMP13,2676,S(C=1SC=CC1)(N[C@H](C(NC2=NN=C(CS2)C=3C=CC(=CC3)Cl)=O)C)(=O)=O,C[C@H](NS(=O)(=O)c1cccs1)C(=O)NC1=NN=C(c2ccc(Cl)cc2)CS1,5.42,,0.0,0
BRYABXWERJYEAH-LQFNOIFHNA-N,CHEMBL361818,4322,A,8.51,chembl20,305127,9606,MMP13,2676,C1(C(C(N)C(NC1=O)=O)=O)(OC=2C=CC(OC=3C(C)=CC=CC3)=CC2)CCOCC,CCOCCC1(Oc2ccc(Oc3ccccc3C)cc2)C(=O)NC(=O)C(N)C1=O,8.51,,0.0,0
BSHJFYSJFLAHQN-MPIMZMORNA-N,CHEMBL340923,4322,A,8.82,chembl20,458933,9606,MMP13,2676,S(N1C(CN(CC1)C(=O)C2CCCCC2)C(O)=NO)(C3=CC=C(C=C3)OC)(=O)=O,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3CCCCC3)CC2C(O)=NO)cc1,8.82,,0.0,0
BSIZUMJRKYHEBR-VGUCUOCSNA-N,CHEMBL514138,4322,A,8.92,chembl20,788431,9606,MMP13,2676,C=1C=C(C=CC1S(N([C@H](C(C)C)C(O)=NO)CC2=CN=CC=C2)(=O)=O)OC,COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(O)=NO)C(C)C)cc1,8.92,,0.0,0
BUKCBCDGRPOFJP-XVAWDGINNA-N,CHEMBL376557,4322,A,8.28,chembl20,432508,9606,MMP13,2676,N(S(=O)(C1=CC=C(C=C1)C2=CC=C(C=C2)Cl)=O)[C@@H](C(C)C)P(=O)(O)O,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)P(=O)(O)O,8.28,,0.0,0
BRHXKZALFBLRIF-LQFNOIFHNA-N,CHEMBL19371,4322,A,6.54,chembl20,106622,9606,MMP13,2676,S(N(C=1C(C(O)=NO)=CC(=CC1C)Br)C)(C2=CC=C(C=C2)OCC#CCC)(=O)=O,CCC#CCOc1ccc(S(=O)(=O)N(C)c2c(C)cc(Br)cc2C(O)=NO)cc1,6.54,,0.0,0
BKJCTJQMBGJOHN-XWJWJURZNA-N,CHEMBL76488,4322,A,7.92,chembl20,106627,9606,MMP13,2676,S(C(C(O)=NO)(C/C=C/C1=CC=CC=C1)C)(C=2C=CC(=CC2)OC)(=O)=O,COc1ccc(S(=O)(=O)C(C)(C/C=C/c2ccccc2)C(O)=NO)cc1,7.92,,0.0,0
BADHAWRYSSJDAG-HXTKINSTNA-N,CHEMBL1083932,4322,A,8.22,chembl20,634107,9606,MMP13,2676,C1(S(C=2C=CC(N3CCC(CC3)C4=CC=CC=C4)=CC2)(=O)=O)(C(=NO)O)CCOCC1,O=S(=O)(c1ccc(N2CCC(c3ccccc3)CC2)cc1)C1(C(O)=NO)CCOCC1,8.22,,0.0,0
BBEQIEKMSAASOH-QWOVJGMINA-N,CHEMBL252462,4322,A,9.0,chembl20,458933,9606,MMP13,2676,C1(CN(C(O)C(=O)C(C)C)CCN1S(C=2C=CC(=CC2)OC)(=O)=O)C(O)=NO,COc1ccc(S(=O)(=O)N2CCN(C(O)C(=O)C(C)C)CC2C(O)=NO)cc1,9.0,,0.0,0
BGBWSADVPWNBME-XVAWDGINNA-N,CHEMBL228188,4322,A,7.62,chembl20,432508,9606,MMP13,2676,N(S(=O)(C1=CC=C(C=C1)C2=CC(=CC=C2)Cl)=O)[C@@H](C(C)C)P(=O)(O)O,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2cccc(Cl)c2)cc1)P(=O)(O)O,7.62,,0.0,0
BGEFVHSKSARWDE-LQFNOIFHNA-N,44391356,4322,A,8.85387,pubchem,241033,9606,MMP13,2676,ClC1=CC=C(OC2=CC=C(OC3(CCOCC)C(=O)C(N)C(=O)NC3=O)C=C2)C=C1,CCOCCC1(Oc2ccc(Oc3ccc(Cl)cc3)cc2)C(=O)NC(=O)C(N)C1=O,8.85387,,0.0,0
UUVJATOETXKOAS-XVAWDGINNA-N,CHEMBL2409709,4322,A,5.16,chembl20,973501,9606,MMP13,2676,O=S(=O)(N1CCC(OC=2C=CC(=CC2Cl)Cl)CC1)C[C@@]3(C(NC(N3)=O)=O)C,C[C@]1(CS(=O)(=O)N2CCC(Oc3ccc(Cl)cc3Cl)CC2)NC(=O)NC1=O,5.16,,0.0,0
BZVYQWLRCHLAGK-DKVNHYBXNA-N,CHEMBL202932,4322,A,8.59,chembl20,432508,9606,MMP13,2676,C=1(C=CC(=CC1)OC)C=2C=CC(=CC2)S(=O)(=O)N[C@@H](C(C)C)P(O)(=O)O,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](C(C)C)P(=O)(O)O)cc2)cc1,8.59,,0.0,0
AYPPVQRNMZPQMU-LNNLXFCONA-N,CHEMBL316928,4322,A,8.1,chembl20,106634,9606,MMP13,2676,S(NC(C(O)=NO)C(SCC1=CN=CC=C1)(C)C)(C=2C=CC(=CC2)OCC#CC)(=O)=O,CC#CCOc1ccc(S(=O)(=O)NC(C(O)=NO)C(C)(C)SCc2cccnc2)cc1,8.1,,0.0,0
AXEVJOXFWBOXDW-XBTAAFKLNA-N,CHEMBL181391,4322,A,5.96,chembl20,302508,9606,MMP13,2676,C12(C(NC(NC1=O)=O)=O)N(C(=O)CC2)C3=CC=C(OCC4=CC=CC=C4)C=C3,O=C1NC(=O)C2(CCC(=O)N2c2ccc(OCc3ccccc3)cc2)C(=O)N1,5.96,,0.0,0
AWPPALPLPMDYKF-QWOVJGMINA-N,CHEMBL113705,4322,A,7.85,chembl20,106600,9606,MMP13,2676,S(NC1(C(O)=NO)CCOCC1)(C2=CC=C(OC=3C=C(F)C=CN3)C=C2)(=O)=O,O=S(=O)(NC1(C(O)=NO)CCOCC1)c1ccc(Oc2cc(F)ccn2)cc1,7.85,,0.0,0
AUWOIDNULNLPBA-LQFNOIFHNA-N,CHEMBL78549,4322,A,9.0,chembl20,106632,9606,MMP13,2676,C1(C(=NO)O)(CCN(CC1)CC)S(=O)(=O)C=2C=CC(OC3=CC=C(C=C3)Cl)=CC2,CCN1CCC(C(O)=NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.0,,0.0,0
ABVSHXSHGCSUFR-XBTAAFKLNA-N,44389516,4322,A,7.60206,pubchem,238414,9606,MMP13,2676,O=C1N(C2(CC1)C(=O)NC(=O)NC2=O)C3=CC=C(OC=4C(OC)=CC=NC4)C=C3,COc1ccncc1Oc1ccc(N2C(=O)CCC23C(=O)NC(=O)NC3=O)cc1,7.60206,,0.0,0
FOSWRYKPHVPIDJ-LQFNOIFHNA-N,CHEMBL1229868,4322,A,9.4,chembl20,754464,9606,MMP13,2676,C1C(C(=NO)O)(CCOC1)S(C2=CC=C(C=C2)OC3=CC=C(C=C3)C(F)(F)F)(=O)=O,O=S(=O)(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C1(C(O)=NO)CCOCC1,9.4,,0.0,0
FKPCCEUCLYUJQA-LQFNOIFHNA-N,CHEMBL125601,4322,A,8.49,chembl20,106473,9606,MMP13,2676,S(N1C(CN(CC1)C(N(CCOC)CCOC)=O)C(O)=NO)(C2=CC=C(C=C2)Br)(=O)=O,COCCN(CCOC)C(=O)N1CCN(S(=O)(=O)c2ccc(Br)cc2)C(C(O)=NO)C1,8.49,,0.0,0
FGCFPKFVQOUMFJ-MPIMZMORNA-N,CHEMBL125281,4322,A,7.24,chembl20,106473,9606,MMP13,2676,S(N1C(CN(CC1)C(C2=CN=CC=C2)=O)C(O)=NO)(C=3C=CC(=CC3)OC)(=O)=O,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccnc3)CC2C(O)=NO)cc1,7.24,,0.0,0
FGEXLQKMIJWUIY-VGUCUOCSNA-N,CHEMBL393828,4322,A,6.42,chembl20,451368,9606,MMP13,2676,C(=NO)(O)[C@H](N(CC1=CC=CC=C1)S(=O)(=O)C=2C=CC(=CC2)F)C(C)C,CC(C)[C@H](C(O)=NO)N(Cc1ccccc1)S(=O)(=O)c1ccc(F)cc1,6.42,,0.0,0
FHAJCDXKKGQJQW-LQFNOIFHNA-N,CHEMBL36309,4322,A,6.82,chembl20,106642,9606,MMP13,2676,N(C1=C2C(=NC=C1C(O)=NO)ON=C2C)(C)S(=O)(C=3C=CC(=CC3)OCC#CC)=O,CC#CCOc1ccc(S(=O)(=O)N(C)c2c(C(O)=NO)cnc3onc(C)c23)cc1,6.82,,0.0,0
HCEJOINDKHKFPT-LELJVTLKNA-N,CHEMBL1083626,4322,A,7.49,chembl20,634107,9606,MMP13,2676,C1(S(C=2C=CC(N3CCC(CC3)C4=CC=CC=C4C)=CC2)(=O)=O)(C(=NO)O)CCOCC1,Cc1ccccc1C1CCN(c2ccc(S(=O)(=O)C3(C(O)=NO)CCOCC3)cc2)CC1,7.49,,0.0,0
GXVIGVLZKIVXMN-UHFFFAOYNA-N,CHEMBL41924,4322,A,6.54,chembl20,106764,9606,MMP13,2676,C(C(CC(C=C)CCC1=CC=CC=C1)=O)(C2=CC=C(C=C2)CC3=CC=CC=C3)(F)F,C=CC(CCc1ccccc1)CC(=O)C(F)(F)c1ccc(Cc2ccccc2)cc1,6.54,,0.0,0
DTPBPOWGEIFZGM-HXTKINSTNA-N,CHEMBL311357,4322,A,9.0,chembl20,106632,9606,MMP13,2676,C1(S(C=2C=CC(OC3=CC=C(C=C3)Cl)=CC2)(=O)=O)(C(O)=NO)CCN(CC1)CCCC,CCCCN1CCC(C(O)=NO)(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC1,9.0,,0.0,0
DZVDZJSJBKHJOK-LNNLXFCONA-N,54581896,4322,A,8.92082,pubchem,594721,9606,MMP13,2676,S(=O)(=O)(C1(CCOCC1)C(O)=NO)C2=CC=C(OCCCC(=O)N3CCCCC3)C=C2,O=C(CCCOc1ccc(S(=O)(=O)C2(C(O)=NO)CCOCC2)cc1)N1CCCCC1,8.92082,,0.0,0
DZCGIZPIPKWUIX-LNNLXFCONA-N,22485386,4322,A,8.92082,pubchem,604454,9606,MMP13,2676,S(=O)(=O)(C1(CCNCC1)C(O)=NO)C2=CC=C(OC3=CC=C(C=C3)C(F)(F)F)C=C2,O=S(=O)(c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)C1(C(O)=NO)CCNCC1,8.92082,,0.0,0
FFHXMPKAWWFPSX-WKAABZQDNA-N,CHEMBL10761,4322,A,6.57,chembl20,106481,9606,MMP13,2676,S(NC(C(=O)O)CC#CCOC)(C1=CC=C(NC(C=2C=CC(=CC2)Br)=O)C=C1)(=O)=O,COCC#CCC(NS(=O)(=O)c1ccc(NC(=O)c2ccc(Br)cc2)cc1)C(=O)O,6.57,,0.0,0
GETDIWSMCUZGCD-QGZVFWFLNA-N,CHEMBL1916050,4322,A,9.4,chembl20,787974,9606,MMP13,2676,O=S(C1=CC=C(C=C1)OC2=CC=C(C=C2)Cl)(N[C@@H]3CC=CCN(C3=O)O)=O,O=C1[C@H](NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CC=CCN1O,9.4,,0.0,0
FUOOTOLTPDFGCS-VGUCUOCSNA-N,CHEMBL1916654,4322,A,8.89,chembl20,788431,9606,MMP13,2676,O=S(=O)(N([C@H](CO)C(O)=NO)CCC(C)C)C=1C=CC=2C(C1)=CC=CC2,CC(C)CCN([C@H](CO)C(O)=NO)S(=O)(=O)c1ccc2ccccc2c1,8.89,,0.0,0
FPXQZXTYXVGUID-LBOYIXSDNA-N,CHEMBL273114,4322,N,4.19,chembl20,465537,9606,MMP13,2676,C1(=CC=C2N=CN(C(C2=C1)=O)CC3=CC=C(C=C3)C(=O)O)C#CCN4CCOCC4,O=C(O)c1ccc(Cn2cnc3ccc(C#CCN4CCOCC4)cc3c2=O)cc1,4.19,,0.0,0
FBLQAKOTTHGGBJ-LNNLXFCONA-N,CHEMBL80453,4322,A,8.4,chembl20,106632,9606,MMP13,2676,C1(S(C2=CC=C(C=C2)OC)(=O)=O)(C(O)=NO)CCN(CC1)CCCOC3=CC=CC=C3,COc1ccc(S(=O)(=O)C2(C(O)=NO)CCN(CCCOc3ccccc3)CC2)cc1,8.4,,0.0,0
FQRZOEBSTPAQBJ-XUWSGZCTNA-N,4219,4322,A,8.19382,pubchem,670315,9606,MMP13,2676,O=C(NC(CCC1=CC=CC=C1)C(=O)NC)C(CC(C)C)CC(O)=NO,CNC(=O)C(CCc1ccccc1)NC(=O)C(CC(O)=NO)CC(C)C,8.19382,,0.0,0
GLUKBIYRQDQIFQ-ORVKFNBTNA-N,CHEMBL1927207,4322,A,5.59,chembl20,791981,9606,MMP13,2676,C1(=CC=C2OC(C(=CC2=C1)C=3N=C(N(C3)C=4C=C(C=CC4)C(O)=O)S)=O)Cl,O=C(O)c1cccc(-n2cc(-c3cc4cc(Cl)ccc4oc3=O)nc2S)c1,5.59,,0.0,0
GJOCABIDMCKCEG-IDBVRDQVNA-N,CHEMBL42420,4322,A,7.8,chembl20,106476,9606,MMP13,2676,S(N[C@@H](C(O)=O)C(C)C)(C=1C=CC(=CC1)C2=CC=C(C=C2)Br)(=O)=O,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,7.8,,0.0,0
GJOCABIDMCKCEG-SOJDGROTNA-N,CHEMBL43152,4322,A,8.1,chembl20,944584,9606,MMP13,2676,S(N[C@H](C(O)=O)C(C)C)(C=1C=CC(=CC1)C2=CC=C(C=C2)Br)(=O)=O,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,8.1,,0.0,0
DPNFTGXQMOIHKK-HXTKINSTNA-N,CHEMBL10806,4322,A,6.32,chembl20,106481,9606,MMP13,2676,S(NC(C(O)=O)CC#CCN1CCOCC1)(C=2C=CC(=CC2)C3=CC=C(C=C3)OC)(=O)=O,COc1ccc(-c2ccc(S(=O)(=O)NC(CC#CCN3CCOCC3)C(=O)O)cc2)cc1,6.32,,0.0,0
DOPZAFIJEYWGQT-CGJARXBLNA-N,CHEMBL202899,4322,A,7.57,chembl20,339181,9606,MMP13,2676,C=1C=C(C=CC1S(N2[C@H](C(SCC2)(C)C)C(O)=NO)(=O)=O)OCC#CCCN,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCCN)cc2)[C@H]1C(O)=NO,7.57,,0.0,0
DOFYUNJDVUXVMB-LQFNOIFHNA-N,CHEMBL361959,4322,A,8.05,chembl20,458933,9606,MMP13,2676,S(N1C(C(O)=NO)CCN(CC1)C(=O)C(C)C)(C=2C=CC(=CC2)OCC#CC)(=O)=O,CC#CCOc1ccc(S(=O)(=O)N2CCN(C(=O)C(C)C)CCC2C(O)=NO)cc1,8.05,,0.0,0
XGFRXSAFARHCLC-LBOYIXSDNA-N,CHEMBL76356,4322,A,7.26,chembl20,106627,9606,MMP13,2676,C(S(=O)(=O)CCCCCCCC)(C(O)=NO)(CC1=CC=C(C=C1)OCCN2CCCCC2)C,CCCCCCCCS(=O)(=O)C(C)(Cc1ccc(OCCN2CCCCC2)cc1)C(O)=NO,7.26,,0.0,0
FTWZRZIOCFAVKU-LNNLXFCONA-N,CHEMBL312770,4322,A,7.96,chembl20,106632,9606,MMP13,2676,C1(S(C2=CC=C(C=C2)OC)(=O)=O)(C(O)=NO)CCN(CC1)CCCC3=CC=CC=C3,COc1ccc(S(=O)(=O)C2(C(O)=NO)CCN(CCCc3ccccc3)CC2)cc1,7.96,,0.0,0
HYKTXCHYRXFJMV-LELJVTLKNA-N,CHEMBL1083906,4322,A,8.11,chembl20,634107,9606,MMP13,2676,C1(S(C=2C=CC(N3CCN(CC3)C4=CC=CC=C4C)=CC2)(=O)=O)(C(=NO)O)CCOCC1,Cc1ccccc1N1CCN(c2ccc(S(=O)(=O)C3(C(O)=NO)CCOCC3)cc2)CC1,8.11,,0.0,0
LCQNQVIUMDNDJS-LQFNOIFHNA-N,CHEMBL276119,4322,A,8.7,chembl20,106632,9606,MMP13,2676,C1(S(C=2C=CC(=CC2)OC)(=O)=O)(C(O)=NO)CCN(CC1)CC=3C=C(OC)C=CC3,COc1ccc(S(=O)(=O)C2(C(O)=NO)CCN(Cc3cccc(OC)c3)CC2)cc1,8.7,,0.0,0
APFJCMUPKFEDTC-LNNLXFCONA-N,CHEMBL91254,4322,A,7.06,chembl20,106465,9606,MMP13,2676,S(NC(C(O)=O)CC#CCCOCCOC)(C=1C=CC(=CC1)C=2C=CC(=CC2)OC)(=O)=O,COCCOCCC#CCC(NS(=O)(=O)c1ccc(-c2ccc(OC)cc2)cc1)C(=O)O,7.06,,0.0,0
CCVGKLVIMFBNBM-LQFNOIFHNA-N,CHEMBL339219,4322,A,8.54,chembl20,106473,9606,MMP13,2676,S(N1C(CN(CC1)C(N2CCCCCC2)=O)C(O)=NO)(C3=CC=C(C=C3)OC)(=O)=O,COc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCCCCC3)CC2C(O)=NO)cc1,8.54,,0.0,0
